Name,PIC50
CMNPD14855,4.744867078
CMNPD14856,4.883792109
CMNPD14857,4.981088134
CMNPD14858,4.95944746
CMNPD14859,4.95944746
CMNPD1486,5.017818184
CMNPD14860,4.882780996
CMNPD14861,4.766584648
CMNPD14862,4.998527056
CMNPD14863,4.858960312
CMNPD14864,4.881269495
CMNPD14865,4.663195974
CMNPD14866,5.056483298
CMNPD14867,5.056483298
CMNPD14868,4.838791967
CMNPD14869,4.838791967
CMNPD1487,5.115554047
CMNPD14870,4.755961191
CMNPD14871,4.815343727
CMNPD14872,5.063642092
CMNPD14873,4.956042945
CMNPD14874,4.686089152
CMNPD14875,4.822603691
CMNPD14877,4.595619548
CMNPD14876,4.857487356
CMNPD14878,4.595619548
CMNPD14879,4.595619548
CMNPD14880,4.60403845
CMNPD14881,4.845388901
CMNPD1488,5.337738438
CMNPD14882,4.798096921
CMNPD14883,4.860120602
CMNPD14884,4.809986142
CMNPD14886,4.807526743
CMNPD14885,4.807526743
CMNPD14888,5.053499257
CMNPD14887,5.053499257
CMNPD14889,5.053499257
CMNPD14890,5.008044391
CMNPD1489,5.430676473
CMNPD14891,5.008044391
CMNPD14892,5.682761236
CMNPD14893,5.682761236
CMNPD14894,5.682761236
CMNPD14895,5.682761236
CMNPD14897,4.974428178
CMNPD14896,4.992433423
CMNPD14898,4.954400324
CMNPD14899,4.974428178
CMNPD149,4.999125904
CMNPD14900,5.012109477
CMNPD1490,5.430676473
CMNPD14901,5.401933089
CMNPD14902,5.454195506
CMNPD14903,4.936363744
CMNPD14904,5.023119459
CMNPD14905,5.023119459
CMNPD14906,5.023119459
CMNPD14907,4.978197106
CMNPD14908,4.995903419
CMNPD14909,4.974428178
CMNPD14910,5.019262146
CMNPD1491,5.458500235
CMNPD14911,5.049665702
CMNPD14912,4.974428178
CMNPD14913,5.113347728
CMNPD14914,5.113347728
CMNPD14915,5.113347728
CMNPD14916,5.069309368
CMNPD14917,4.801486607
CMNPD14918,5.069309368
CMNPD14919,4.974377754
CMNPD14920,5.050902179
CMNPD1492,4.815274167
CMNPD14921,4.726597911
CMNPD14922,5.32888884
CMNPD14923,5.336051306
CMNPD14924,5.020222081
CMNPD14925,5.386669842
CMNPD14927,5.576049712
CMNPD14928,5.243637563
CMNPD14929,5.230845419
CMNPD14926,5.096672396
CMNPD14930,5.230845419
CMNPD14931,5.448306044
CMNPD1493,4.799858973
CMNPD14932,4.780248679
CMNPD14933,4.779656128
CMNPD14934,4.779656128
CMNPD14935,5.069641945
CMNPD14936,5.132505654
CMNPD14938,5.374729344
CMNPD14939,4.679682621
CMNPD14937,4.834128128
CMNPD14940,4.679682621
CMNPD14941,4.679682621
CMNPD1494,5.42298573
CMNPD14942,5.229527527
CMNPD14943,5.622109276
CMNPD14944,5.225458031
CMNPD14945,5.420438769
CMNPD14947,4.681810194
CMNPD14948,4.585349581
CMNPD14949,4.854017152
CMNPD1495,5.42298573
CMNPD14950,4.690378924
CMNPD14951,4.519612277
CMNPD14946,5.414517803
CMNPD14952,4.717593132
CMNPD14954,4.601514989
CMNPD14953,4.717285319
CMNPD14956,4.961184325
CMNPD14955,5.127412468
CMNPD14957,5.131764947
CMNPD14958,5.118389122
CMNPD1496,4.824499344
CMNPD14959,5.212346155
CMNPD14960,5.212346155
CMNPD14961,5.263699171
CMNPD14962,5.263699171
CMNPD14963,5.212346155
CMNPD14964,5.212346155
CMNPD14965,5.263699171
CMNPD14967,5.193095999
CMNPD14966,5.263699171
CMNPD14968,5.193095999
CMNPD14969,5.244449015
CMNPD1497,4.824499344
CMNPD14970,5.193095999
CMNPD14971,5.193095999
CMNPD14972,5.193095999
CMNPD14973,5.333995131
CMNPD14974,5.30426237
CMNPD14975,5.333995131
CMNPD14976,5.30426237
CMNPD14977,5.333995131
CMNPD14978,5.333995131
CMNPD1498,4.834054502
CMNPD14979,5.30426237
CMNPD14980,5.333995131
CMNPD14981,5.30426237
CMNPD14982,5.333995131
CMNPD14983,5.30426237
CMNPD14984,5.32202404
CMNPD14985,5.333995131
CMNPD14986,5.30426237
CMNPD14987,5.333995131
CMNPD14988,5.30426237
CMNPD14989,5.333995131
CMNPD1499,5.254116001
CMNPD14990,5.30426237
CMNPD14991,5.333995131
CMNPD14992,5.333995131
CMNPD14993,5.30426237
CMNPD14994,5.32202404
CMNPD14995,5.30426237
CMNPD14996,5.333995131
CMNPD14997,5.30426237
CMNPD14998,5.333995131
CMNPD15,4.762317483
CMNPD150,4.67121391
CMNPD1500,4.777302039
CMNPD14999,5.333995131
CMNPD15000,5.30426237
CMNPD15001,5.333995131
CMNPD15002,5.30426237
CMNPD15003,5.333995131
CMNPD15004,5.30426237
CMNPD15005,5.333995131
CMNPD15006,5.333995131
CMNPD15007,5.30426237
CMNPD15008,5.150820059
CMNPD1501,5.013011044
CMNPD15009,5.3130907
CMNPD15010,5.344255874
CMNPD15011,5.344255874
CMNPD15012,5.344255874
CMNPD15013,5.344255874
CMNPD15014,5.344255874
CMNPD15015,5.344255874
CMNPD15016,5.344255874
CMNPD15017,5.344255874
CMNPD15018,5.310686775
CMNPD1502,4.938089787
CMNPD15019,5.345161881
CMNPD15021,5.345161881
CMNPD15020,5.345161881
CMNPD15022,5.345161881
CMNPD15023,5.345161881
CMNPD15024,5.345161881
CMNPD15025,5.345161881
CMNPD15027,5.877529008
CMNPD15028,4.72516177
CMNPD15029,4.72516177
CMNPD15026,5.345161881
CMNPD15030,4.72516177
CMNPD1503,4.86743637
CMNPD15032,4.873822723
CMNPD15033,4.903108421
CMNPD15034,4.859964279
CMNPD15035,4.860857368
CMNPD15036,4.893301694
CMNPD15037,4.719618118
CMNPD15038,4.719618118
CMNPD15039,4.893301694
CMNPD1504,4.822897723
CMNPD15040,4.80386692
CMNPD15041,4.857011679
CMNPD15042,4.71587124
CMNPD15043,4.816084704
CMNPD15044,4.799362753
CMNPD15045,4.963853806
CMNPD15046,4.913429705
CMNPD15047,4.82039171
CMNPD15048,4.830212145
CMNPD15049,4.872763389
CMNPD1505,4.824499344
CMNPD15050,4.769207526
CMNPD15051,4.769207526
CMNPD15052,4.615353543
CMNPD15053,4.615353543
CMNPD15031,5.364427739
CMNPD15055,4.668783401
CMNPD15054,4.615353543
CMNPD15057,4.669598554
CMNPD15056,4.669598554
CMNPD15058,4.669598554
CMNPD15059,4.669598554
CMNPD15060,4.669598554
CMNPD1506,4.824499344
CMNPD15061,4.669598554
CMNPD15062,4.844636589
CMNPD15063,4.844636589
CMNPD15064,4.953017085
CMNPD15065,4.953017085
CMNPD15066,5.02066746
CMNPD15067,5.104538833
CMNPD15069,4.748758494
CMNPD15068,5.350681873
CMNPD1507,4.824499344
CMNPD15070,5.405037179
CMNPD15072,4.640531133
CMNPD15071,4.703017973
CMNPD15073,4.657470944
CMNPD15075,5.752455892
CMNPD15074,6.123990183
CMNPD15076,6.470891857
CMNPD15077,6.470891857
CMNPD15078,5.317747753
CMNPD1508,5.397860123
CMNPD15079,5.854995117
CMNPD15080,5.873256377
CMNPD15081,5.645069777
CMNPD15082,5.667207863
CMNPD15083,5.667207863
CMNPD15084,5.813515108
CMNPD15085,6.002890506
CMNPD15086,6.002890506
CMNPD15087,5.536614467
CMNPD15088,5.536614467
CMNPD1509,4.715260138
CMNPD15089,5.536614467
CMNPD15090,5.536614467
CMNPD15091,5.536614467
CMNPD15092,5.536614467
CMNPD15094,4.717593132
CMNPD15093,5.950502744
CMNPD15095,5.61198845
CMNPD15097,5.47166892
CMNPD15096,5.61198845
CMNPD15098,5.460739795
CMNPD15099,5.460739795
CMNPD1510,5.902789206
CMNPD151,4.850773616
CMNPD15101,5.670458368
CMNPD15100,5.637549211
CMNPD15102,5.807460398
CMNPD15103,6.225191289
CMNPD15104,4.867562579
CMNPD15105,5.726348898
CMNPD15106,5.773279409
CMNPD15107,4.901435627
CMNPD15108,5.224741761
CMNPD1511,5.926699591
CMNPD15110,4.523626114
CMNPD15111,4.439598067
CMNPD15109,5.224741761
CMNPD15113,4.703707915
CMNPD15112,5.060939124
CMNPD15114,4.672534228
CMNPD15116,5.478699286
CMNPD15115,4.672534228
CMNPD15117,5.554685692
CMNPD15118,5.199680736
CMNPD15119,5.199680736
CMNPD1512,4.892399035
CMNPD15121,4.462707188
CMNPD15120,5.520805923
CMNPD15122,5.025174043
CMNPD15123,5.188129092
CMNPD15124,6.132546204
CMNPD15125,6.132546204
CMNPD15126,6.132546204
CMNPD15127,5.229521242
CMNPD15128,6.132546204
CMNPD1513,4.892399035
CMNPD15130,5.342782727
CMNPD15131,4.668813937
CMNPD15129,4.952693227
CMNPD15132,5.507069115
CMNPD15133,6.337125813
CMNPD15134,6.56480894
CMNPD15136,5.060387779
CMNPD15137,4.651798377
CMNPD15138,5.137662888
CMNPD15139,5.003752574
CMNPD15135,6.375644547
CMNPD1514,4.646203335
CMNPD15140,5.431726105
CMNPD15141,4.867621812
CMNPD15143,4.684949498
CMNPD15144,4.665340258
CMNPD15145,4.8009929
CMNPD15146,4.672621015
CMNPD15142,5.893928345
CMNPD15147,4.717268864
CMNPD15148,4.717268864
CMNPD15149,4.606731239
CMNPD1515,4.898614416
CMNPD15150,4.443053248
CMNPD15151,4.533618581
CMNPD15152,4.533618581
CMNPD15154,5.91274453
CMNPD15153,4.201326864
CMNPD15155,6.371125043
CMNPD15156,5.083499319
CMNPD15157,5.044327282
CMNPD15158,4.966210816
CMNPD1516,4.803090665
CMNPD15159,4.627709233
CMNPD15160,4.935525564
CMNPD15161,4.916897564
CMNPD15162,5.104161889
CMNPD15163,5.104161889
CMNPD15164,5.144129795
CMNPD15165,5.144129795
CMNPD15166,5.044778671
CMNPD15167,5.085529474
CMNPD15169,5.287989372
CMNPD1517,4.855878384
CMNPD15168,4.81896389
CMNPD15171,4.633163164
CMNPD15172,4.873963729
CMNPD15170,5.283278509
CMNPD15173,4.94381382
CMNPD15175,5.016466295
CMNPD15174,5.078596577
CMNPD15176,5.06120412
CMNPD15178,4.807815273
CMNPD15179,5.015547183
CMNPD15177,4.772502127
CMNPD1518,4.748951985
CMNPD15180,4.993035213
CMNPD15181,4.980578409
CMNPD15182,4.968608193
CMNPD15183,4.968608193
CMNPD15185,5.054127647
CMNPD15184,4.971606027
CMNPD15186,4.71252846
CMNPD15187,5.432951304
CMNPD15189,4.738106734
CMNPD15188,5.487300746
CMNPD15190,5.315095612
CMNPD15191,4.765728833
CMNPD15192,4.77476975
CMNPD15193,4.725555102
CMNPD15194,4.77476975
CMNPD15195,4.747916056
CMNPD15196,4.922891895
CMNPD15197,4.878048798
CMNPD15198,4.858986437
CMNPD15199,4.858986437
CMNPD152,4.964103584
CMNPD1520,4.91863923
CMNPD15200,4.858986437
CMNPD15201,4.855243839
CMNPD15202,5.15406938
CMNPD15203,5.110133311
CMNPD1519,5.335109163
CMNPD15204,4.83423411
CMNPD15205,4.842842319
CMNPD15206,5.010396487
CMNPD15207,5.033985819
CMNPD15208,5.033985819
CMNPD15209,5.033985819
CMNPD1521,4.702438964
CMNPD15210,5.070234995
CMNPD15211,5.442423712
CMNPD15212,5.442423712
CMNPD15213,5.442423712
CMNPD15214,4.688878214
CMNPD15215,4.688878214
CMNPD15216,4.688878214
CMNPD15217,5.035084933
CMNPD15218,5.024539217
CMNPD1522,4.702438964
CMNPD15219,4.993122655
CMNPD15220,4.98582815
CMNPD15221,5.364161662
CMNPD15222,5.364161662
CMNPD15223,5.364161662
CMNPD15224,5.364161662
CMNPD15225,5.364161662
CMNPD15226,4.687977673
CMNPD15227,4.687977673
CMNPD15228,4.999384166
CMNPD1523,4.770752011
CMNPD15229,5.038095233
CMNPD15230,4.999384166
CMNPD15231,5.411507503
CMNPD15232,5.116090184
CMNPD15233,4.872412175
CMNPD15234,5.240929373
CMNPD15235,5.562626637
CMNPD15236,5.193840142
CMNPD15237,4.802278419
CMNPD15238,5.766773071
CMNPD1524,4.765628946
CMNPD15239,5.817855325
CMNPD15240,5.829568812
CMNPD15242,5.35645894
CMNPD15243,4.736878805
CMNPD15244,5.106158274
CMNPD15241,5.834462734
CMNPD15245,5.055757233
CMNPD15247,5.055757233
CMNPD15246,5.118389122
CMNPD15249,4.777451192
CMNPD1525,4.765628946
CMNPD15248,5.106158274
CMNPD15250,5.053597686
CMNPD15251,4.841741571
CMNPD15252,4.767785949
CMNPD15253,4.788372545
CMNPD15254,4.788372545
CMNPD15256,4.792081623
CMNPD15255,4.917009749
CMNPD15257,4.802650634
CMNPD15258,4.803316816
CMNPD15259,4.886251198
CMNPD1526,4.972487504
CMNPD15260,4.924300099
CMNPD15261,4.977187854
CMNPD15263,4.84846627
CMNPD15262,5.077269021
CMNPD15264,4.962702953
CMNPD15266,4.847098897
CMNPD15265,4.92538215
CMNPD15268,4.885070637
CMNPD15267,4.781852397
CMNPD15269,4.991537876
CMNPD1527,4.972487504
CMNPD15270,5.009421081
CMNPD15271,4.73207416
CMNPD15272,4.713526883
CMNPD15273,4.750743832
CMNPD15274,4.757426068
CMNPD15275,4.688944976
CMNPD15276,4.857490209
CMNPD15277,4.634820913
CMNPD15278,4.60807115
CMNPD15279,4.60807115
CMNPD1528,4.962484926
CMNPD15280,4.60807115
CMNPD15281,4.607480374
CMNPD15282,5.141773079
CMNPD15283,5.141773079
CMNPD15284,5.137296975
CMNPD15285,4.980093051
CMNPD15286,6.168067391
CMNPD15287,4.589085977
CMNPD15288,4.583212738
CMNPD15289,5.441983604
CMNPD1529,4.988137463
CMNPD15290,5.444993904
CMNPD15291,5.473817509
CMNPD15292,5.444993904
CMNPD15293,5.473817509
CMNPD15294,5.390845901
CMNPD15295,5.483752522
CMNPD15296,5.483752522
CMNPD15297,4.994730623
CMNPD15298,4.972797837
CMNPD15299,5.230276505
CMNPD1530,4.959702935
CMNPD153,4.669611341
CMNPD15300,4.867232287
CMNPD15301,4.907851382
CMNPD15302,4.657203132
CMNPD15303,4.708957761
CMNPD15304,5.369076724
CMNPD15305,5.369076724
CMNPD15306,5.369076724
CMNPD15307,5.369076724
CMNPD15308,5.369076724
CMNPD15309,4.702232414
CMNPD1531,4.953504989
CMNPD15310,5.125966943
CMNPD15311,5.125966943
CMNPD15312,5.125966943
CMNPD15313,5.125966943
CMNPD15314,4.880986393
CMNPD15315,5.014525189
CMNPD15316,5.014525189
CMNPD15317,5.014525189
CMNPD15319,5.037399043
CMNPD1532,5.070347328
CMNPD15318,5.479404193
CMNPD15320,4.773824451
CMNPD15321,4.75143357
CMNPD15322,4.762929552
CMNPD15323,5.042892628
CMNPD15324,5.597599954
CMNPD15325,5.597599954
CMNPD15326,5.221878045
CMNPD15327,5.1846862
CMNPD15328,4.824574617
CMNPD1533,4.923925863
CMNPD15329,5.1846862
CMNPD15330,5.221878045
CMNPD15331,5.1846862
CMNPD15332,4.824574617
CMNPD15333,5.1846862
CMNPD15334,5.1846862
CMNPD15335,5.597599954
CMNPD15336,5.221878045
CMNPD15337,5.221878045
CMNPD15338,5.597599954
CMNPD1534,5.134777717
CMNPD15339,5.221878045
CMNPD15340,5.221878045
CMNPD15341,5.593987318
CMNPD15342,5.221802772
CMNPD15344,5.221802772
CMNPD15343,5.593987318
CMNPD15345,4.822897723
CMNPD15346,4.815274167
CMNPD15347,4.807583423
CMNPD15348,5.095141199
CMNPD1535,4.95875379
CMNPD15349,5.095141199
CMNPD15350,5.095141199
CMNPD15351,5.095141199
CMNPD15352,4.813103317
CMNPD15353,5.513802191
CMNPD15354,5.354223851
CMNPD15356,5.196169425
CMNPD15355,5.409015539
CMNPD15357,5.220201151
CMNPD15358,5.216130458
CMNPD1536,4.95875379
CMNPD15359,5.592081525
CMNPD15360,5.592081525
CMNPD15361,5.221802772
CMNPD15362,5.216130458
CMNPD15363,5.216130458
CMNPD15364,5.221802772
CMNPD15366,5.216130458
CMNPD15365,5.216130458
CMNPD15367,5.20755779
CMNPD15368,4.815274167
CMNPD1537,4.751517351
CMNPD15369,4.807583423
CMNPD15370,4.824499344
CMNPD15371,5.220201151
CMNPD15372,5.515419852
CMNPD15373,5.486599099
CMNPD15374,5.451813384
CMNPD15375,4.885958397
CMNPD15376,4.902009889
CMNPD15377,5.127981094
CMNPD15378,5.125281411
CMNPD15379,5.125281411
CMNPD1538,4.70894525
CMNPD15380,5.37726287
CMNPD15381,5.37726287
CMNPD15382,5.379338953
CMNPD15383,5.379338953
CMNPD15384,5.064879636
CMNPD15385,4.856365842
CMNPD15386,5.01605061
CMNPD15387,4.994999841
CMNPD15389,5.013768871
CMNPD15388,4.837781317
CMNPD1539,4.812938344
CMNPD15390,4.743262452
CMNPD15391,4.963763877
CMNPD15392,5.161369991
CMNPD15394,4.972505495
CMNPD15393,5.407042538
CMNPD15395,4.807534202
CMNPD15396,4.773824451
CMNPD15397,5.161369991
CMNPD15398,4.706787032
CMNPD154,5.006852009
CMNPD1540,4.812938344
CMNPD15399,5.093303561
CMNPD15400,4.86683265
CMNPD15401,4.990318383
CMNPD15402,4.875805514
CMNPD15403,4.884413561
CMNPD15404,5.126966128
CMNPD15405,4.966036138
CMNPD15406,4.880230686
CMNPD15407,4.996352982
CMNPD15408,4.969046437
CMNPD15409,4.839225492
CMNPD1541,5.265816713
CMNPD15410,4.845901029
CMNPD15411,5.105017609
CMNPD15412,5.483872442
CMNPD15413,5.60102823
CMNPD15414,5.60102823
CMNPD15415,4.855121907
CMNPD15416,5.399719991
CMNPD15417,5.399719991
CMNPD15418,5.228310388
CMNPD15419,5.697354071
CMNPD1542,5.265816713
CMNPD15420,5.43394006
CMNPD15421,5.87297414
CMNPD15422,4.848620708
CMNPD15423,5.035084933
CMNPD15424,4.833627077
CMNPD15425,4.996009503
CMNPD15426,4.996009503
CMNPD15427,4.82808216
CMNPD15428,4.82808216
CMNPD15429,4.82808216
CMNPD1543,5.452706973
CMNPD15430,5.089267647
CMNPD15431,5.137195189
CMNPD15432,5.137195189
CMNPD15433,5.137195189
CMNPD15434,5.139271272
CMNPD15435,5.150851003
CMNPD15436,5.137195189
CMNPD15437,5.115974578
CMNPD15438,5.208511702
CMNPD15439,4.853836628
CMNPD1544,5.050950378
CMNPD15440,4.853836628
CMNPD15441,4.853836628
CMNPD15442,5.479268758
CMNPD15443,5.141987708
CMNPD15445,5.141987708
CMNPD15444,5.141987708
CMNPD15447,4.846038228
CMNPD15446,5.518328592
CMNPD15448,5.141987708
CMNPD15449,5.141987708
CMNPD15450,5.127718502
CMNPD1545,5.139830927
CMNPD15451,5.511326156
CMNPD15452,5.511326156
CMNPD15453,5.511326156
CMNPD15454,5.511326156
CMNPD15455,4.865014423
CMNPD15456,4.865014423
CMNPD15457,4.89807957
CMNPD15458,5.06504544
CMNPD1546,4.829830153
CMNPD15459,5.06504544
CMNPD15460,5.06504544
CMNPD15461,5.06504544
CMNPD15462,4.997720943
CMNPD15463,5.03540688
CMNPD15464,5.359014845
CMNPD15465,5.359014845
CMNPD15466,5.259400945
CMNPD15467,5.314474686
CMNPD15469,5.387196904
CMNPD15468,5.497692086
CMNPD15470,4.993703719
CMNPD15471,4.766227216
CMNPD1547,5.022571754
CMNPD15472,4.630681945
CMNPD15473,4.630681945
CMNPD15474,4.630681945
CMNPD15475,4.75107306
CMNPD15476,5.439026197
CMNPD15477,5.439026197
CMNPD15479,5.068836911
CMNPD15478,5.778710327
CMNPD1548,4.933632841
CMNPD15480,4.708711738
CMNPD15481,4.693294204
CMNPD15483,4.748148536
CMNPD15484,4.748148536
CMNPD15482,5.062755299
CMNPD15485,4.80989667
CMNPD15486,4.842295573
CMNPD15487,4.626439213
CMNPD15489,4.555580396
CMNPD15488,4.628729487
CMNPD1549,4.987159958
CMNPD15490,5.050416872
CMNPD15491,4.562019681
CMNPD15493,5.389470672
CMNPD15492,5.389470672
CMNPD15494,4.920214841
CMNPD15496,4.773174776
CMNPD15495,4.973135356
CMNPD15497,4.773174776
CMNPD15498,5.061539389
CMNPD15499,5.090904217
CMNPD1550,4.71701844
CMNPD155,4.747916056
CMNPD15500,5.090904217
CMNPD15501,5.373774683
CMNPD15502,5.380707305
CMNPD15503,4.793891364
CMNPD15504,4.793891364
CMNPD15505,6.318997388
CMNPD15506,5.016161392
CMNPD15507,6.001314199
CMNPD15508,4.663008614
CMNPD1551,4.952146984
CMNPD15509,4.663008614
CMNPD15510,4.677328641
CMNPD15511,4.328343703
CMNPD15512,5.342730755
CMNPD15513,5.37906899
CMNPD15514,5.072552432
CMNPD15515,5.072552432
CMNPD15516,5.055757233
CMNPD15517,5.106158274
CMNPD15518,5.055757233
CMNPD1552,4.952613698
CMNPD15519,5.06504544
CMNPD15520,5.06504544
CMNPD15521,5.06504544
CMNPD15522,5.06504544
CMNPD15523,5.06504544
CMNPD15524,5.06504544
CMNPD15525,5.06504544
CMNPD15526,5.06504544
CMNPD15527,5.06504544
CMNPD15528,5.06504544
CMNPD15529,5.06504544
CMNPD1553,4.645199015
CMNPD15530,5.06504544
CMNPD15531,5.06504544
CMNPD15532,5.06504544
CMNPD15533,5.06504544
CMNPD15534,5.06504544
CMNPD15535,5.06504544
CMNPD15536,5.06504544
CMNPD15537,5.06504544
CMNPD15538,5.06504544
CMNPD1554,5.084798902
CMNPD15539,5.06504544
CMNPD15540,5.06504544
CMNPD15541,5.06504544
CMNPD15542,5.06504544
CMNPD15543,5.06504544
CMNPD15544,5.06504544
CMNPD15545,5.06504544
CMNPD15546,5.06504544
CMNPD15547,5.06504544
CMNPD15548,5.06504544
CMNPD15549,5.06504544
CMNPD1555,5.066990935
CMNPD15550,5.118389122
CMNPD15551,5.118389122
CMNPD15552,5.118389122
CMNPD15553,5.118389122
CMNPD15554,5.118389122
CMNPD15555,5.118389122
CMNPD15556,5.118389122
CMNPD15557,5.118389122
CMNPD15558,5.118389122
CMNPD1556,4.868440036
CMNPD15559,5.118389122
CMNPD15560,5.118389122
CMNPD15561,5.118389122
CMNPD15562,5.118389122
CMNPD15563,5.118389122
CMNPD15564,5.118389122
CMNPD15565,5.118389122
CMNPD15566,5.118389122
CMNPD15567,5.118389122
CMNPD15568,5.164055974
CMNPD1557,4.916731208
CMNPD15569,5.164055974
CMNPD15570,5.164055974
CMNPD15571,5.164055974
CMNPD15572,5.164055974
CMNPD15573,5.164055974
CMNPD15575,5.164055974
CMNPD15574,5.164055974
CMNPD15576,5.164055974
CMNPD15577,5.164055974
CMNPD15578,5.164055974
CMNPD15579,5.164055974
CMNPD1558,4.902693004
CMNPD15580,5.164055974
CMNPD15581,5.164055974
CMNPD15582,5.164055974
CMNPD15583,5.164055974
CMNPD15584,5.164055974
CMNPD15585,5.164055974
CMNPD15587,5.118389122
CMNPD15586,5.164055974
CMNPD15588,5.118389122
CMNPD15589,5.118389122
CMNPD1559,4.718085298
CMNPD15590,5.118389122
CMNPD15591,5.118389122
CMNPD15593,5.099930778
CMNPD15592,5.099930778
CMNPD15594,5.099930778
CMNPD15595,5.099930778
CMNPD15597,5.21938839
CMNPD15596,5.099930778
CMNPD15598,5.175940025
CMNPD156,4.71701844
CMNPD1560,4.921082086
CMNPD15600,4.395331156
CMNPD15599,4.332631468
CMNPD15601,4.395331156
CMNPD15602,4.395331156
CMNPD15603,4.395331156
CMNPD15604,4.395331156
CMNPD15605,5.05352655
CMNPD15606,5.05352655
CMNPD15607,5.05352655
CMNPD15608,5.05352655
CMNPD1561,4.780454169
CMNPD15609,5.437079897
CMNPD15610,5.536757473
CMNPD15611,5.536757473
CMNPD15612,5.503038754
CMNPD15613,5.518315856
CMNPD15614,5.521455693
CMNPD15615,5.03822477
CMNPD15616,5.03822477
CMNPD15617,5.521455693
CMNPD15618,5.521455693
CMNPD1562,4.825489975
CMNPD15619,5.581068254
CMNPD15620,5.581068254
CMNPD15621,5.265422489
CMNPD15622,5.265422489
CMNPD15623,5.249781009
CMNPD15624,5.265422489
CMNPD15625,5.881193115
CMNPD15627,4.850696791
CMNPD15626,5.881193115
CMNPD15628,4.855990824
CMNPD1563,4.823911675
CMNPD15629,5.2604653
CMNPD15630,5.27610678
CMNPD15631,5.2604653
CMNPD15632,5.278182863
CMNPD15633,5.278182863
CMNPD15634,5.27610678
CMNPD15635,5.278182863
CMNPD15636,5.262541384
CMNPD15637,5.2604653
CMNPD15638,5.262541384
CMNPD1564,4.74151563
CMNPD15639,5.2604653
CMNPD15640,5.27610678
CMNPD15641,5.551474191
CMNPD15642,5.551474191
CMNPD15643,5.536172411
CMNPD15645,4.932045667
CMNPD15646,5.141837418
CMNPD15647,5.039169573
CMNPD15644,5.536172411
CMNPD15648,4.823129322
CMNPD15649,4.830570263
CMNPD15650,4.911047343
CMNPD15651,4.911047343
CMNPD15652,4.927217107
CMNPD1565,4.845546171
CMNPD15653,4.892098315
CMNPD15654,4.950704311
CMNPD15655,4.982770501
CMNPD15656,4.984686284
CMNPD15657,4.673946586
CMNPD15658,4.622773091
CMNPD15659,4.622773091
CMNPD1566,4.96735504
CMNPD15661,4.966967729
CMNPD15660,4.716868692
CMNPD15662,4.638057817
CMNPD15663,4.622773091
CMNPD15664,4.688039029
CMNPD15665,4.615865394
CMNPD15666,5.060905234
CMNPD15667,5.060905234
CMNPD15668,5.060905234
CMNPD1567,4.867285404
CMNPD15670,4.746806404
CMNPD15669,5.060905234
CMNPD15671,4.729367457
CMNPD15672,4.040878243
CMNPD15674,4.938350378
CMNPD15673,4.040878243
CMNPD15675,4.629157423
CMNPD15677,4.900123069
CMNPD15676,4.629157423
CMNPD15679,4.861186165
CMNPD15678,4.900123069
CMNPD1568,4.788158098
CMNPD15680,4.861186165
CMNPD15682,4.697129093
CMNPD15683,4.665569473
CMNPD15684,4.665569473
CMNPD15685,4.720532293
CMNPD15681,6.010888387
CMNPD15687,4.952690009
CMNPD15688,4.55536201
CMNPD15689,4.949679709
CMNPD1569,4.806233785
CMNPD15690,4.417268319
CMNPD15691,4.565604633
CMNPD15692,5.309075821
CMNPD15686,7.283118202
CMNPD15693,4.348261668
CMNPD15694,4.348261668
CMNPD15695,4.618418535
CMNPD15697,4.866821484
CMNPD15696,4.832840391
CMNPD15698,4.578240448
CMNPD157,5.059453898
CMNPD1570,4.702484403
CMNPD15699,4.841630764
CMNPD15700,4.959941551
CMNPD15701,5.400047478
CMNPD15702,5.372158633
CMNPD15703,5.400047478
CMNPD15705,5.31018564
CMNPD15704,5.372158633
CMNPD15706,4.671519851
CMNPD15707,4.636779854
CMNPD15709,5.426234012
CMNPD15708,5.330442851
CMNPD1571,4.805064307
CMNPD15710,5.810240277
CMNPD15711,5.305172468
CMNPD15712,5.021115634
CMNPD15713,4.762842131
CMNPD15714,5.013491866
CMNPD15715,6.390490774
CMNPD15716,6.390490774
CMNPD15717,4.843174839
CMNPD15718,5.141166667
CMNPD15719,5.141166667
CMNPD1572,4.9059847
CMNPD15720,4.842376364
CMNPD15721,4.831544204
CMNPD15722,4.830550249
CMNPD15724,5.538713599
CMNPD15723,4.850613727
CMNPD15726,4.499564868
CMNPD15725,5.499670585
CMNPD15727,6.21759934
CMNPD15728,5.712771296
CMNPD15729,5.467084391
CMNPD1573,4.816853622
CMNPD15730,6.378284294
CMNPD15731,6.399582899
CMNPD15732,5.840150373
CMNPD15734,4.771996656
CMNPD15733,4.635396106
CMNPD15736,3.854217042
CMNPD15735,4.876092255
CMNPD15737,4.785322718
CMNPD15738,4.811790615
CMNPD15739,4.811790615
CMNPD1574,4.813021668
CMNPD15741,4.685767562
CMNPD15740,4.715690255
CMNPD15742,4.994900294
CMNPD15744,4.998744108
CMNPD15743,4.776403341
CMNPD15746,5.373394422
CMNPD15745,4.678383226
CMNPD15747,4.665026359
CMNPD15748,4.665026359
CMNPD15749,6.430694192
CMNPD15750,6.498579538
CMNPD1575,4.890574028
CMNPD15752,4.798260323
CMNPD15751,4.887764763
CMNPD15753,5.120432624
CMNPD15754,4.787067691
