Name,PIC50
CMNPD10298,4.920085822
CMNPD1030,4.717593132
CMNPD103,5.374736796
CMNPD10300,4.953017085
CMNPD10301,4.658383835
CMNPD10303,4.829184077
CMNPD10304,4.829184077
CMNPD10302,4.739398789
CMNPD10305,4.917916445
CMNPD10306,4.912830062
CMNPD10307,4.944620995
CMNPD10308,4.944620995
CMNPD1031,4.717593132
CMNPD10309,5.082853864
CMNPD10310,4.691106287
CMNPD10311,4.714365914
CMNPD10312,4.714365914
CMNPD10313,5.130808518
CMNPD10314,5.130808518
CMNPD10315,5.335320323
CMNPD10316,4.866056986
CMNPD10317,4.866056986
CMNPD10318,4.866056986
CMNPD10319,4.866056986
CMNPD1032,4.763684394
CMNPD10320,4.502056501
CMNPD10321,4.555580396
CMNPD10322,4.626439213
CMNPD10323,4.626439213
CMNPD10324,4.555580396
CMNPD10325,4.539066868
CMNPD10326,4.658820885
CMNPD10327,5.548412135
CMNPD10328,5.13603037
CMNPD1033,4.839834402
CMNPD10329,5.13603037
CMNPD10330,5.13603037
CMNPD10331,5.952851436
CMNPD10332,5.2895287
CMNPD10333,5.355412805
CMNPD10334,5.355412805
CMNPD10335,5.355412805
CMNPD10336,5.535816452
CMNPD10337,5.535816452
CMNPD10338,5.535816452
CMNPD1034,5.091888889
CMNPD10339,5.535816452
CMNPD10340,5.535816452
CMNPD10342,5.553142275
CMNPD10341,5.535816452
CMNPD10343,5.559786103
CMNPD10345,5.009327158
CMNPD10344,5.243431477
CMNPD10346,5.963705742
CMNPD10347,5.963705742
CMNPD10349,4.608977954
CMNPD1035,6.225191289
CMNPD10348,5.963705742
CMNPD10350,4.652518631
CMNPD10352,4.57641367
CMNPD10351,4.652518631
CMNPD10354,4.57641367
CMNPD10353,4.57641367
CMNPD10355,4.57641367
CMNPD10356,4.57641367
CMNPD10357,4.57641367
CMNPD10358,4.57641367
CMNPD1036,6.225191289
CMNPD10359,4.57641367
CMNPD10360,4.57641367
CMNPD10361,4.57641367
CMNPD10363,4.89885624
CMNPD10362,5.224741761
CMNPD10364,5.034451004
CMNPD10366,4.58645768
CMNPD10365,5.006390138
CMNPD10367,5.53256234
CMNPD10368,4.585648768
CMNPD1037,6.225191289
CMNPD10369,4.895433536
CMNPD10370,4.640292252
CMNPD10371,4.663248038
CMNPD10372,4.638050281
CMNPD10373,4.661006067
CMNPD10374,4.640292252
CMNPD10375,4.663248038
CMNPD10376,4.663248038
CMNPD10377,4.806468264
CMNPD10378,4.806468264
CMNPD1038,6.225191289
CMNPD10379,4.806468264
CMNPD10380,5.659431624
CMNPD10381,5.134548497
CMNPD10382,5.134548497
CMNPD10383,6.166872436
CMNPD10384,5.08011872
CMNPD10385,6.655675627
CMNPD10387,5.270890229
CMNPD10386,5.327397436
CMNPD10388,4.942328409
CMNPD10389,4.909141965
CMNPD1039,6.225191289
CMNPD10390,4.67022529
CMNPD10391,4.533755087
CMNPD10392,4.707374964
CMNPD10393,4.600271845
CMNPD10394,4.967068048
CMNPD10396,5.167302939
CMNPD10395,4.826056069
CMNPD10397,5.559474637
CMNPD10398,5.603488652
CMNPD104,4.820772979
CMNPD1040,6.225191289
CMNPD10399,5.04581411
CMNPD10401,4.920994722
CMNPD10400,5.673835316
CMNPD10402,4.920994722
CMNPD10403,5.540673569
CMNPD10404,4.955484127
CMNPD10405,4.955484127
CMNPD10406,4.920994722
CMNPD10407,6.520717236
CMNPD10408,4.650899659
CMNPD1041,6.291853122
CMNPD10410,5.706141726
CMNPD10411,5.706141726
CMNPD10409,5.802237833
CMNPD10413,5.661936478
CMNPD10412,5.706141726
CMNPD10414,5.509902047
CMNPD10415,5.567015704
CMNPD10416,7.263803001
CMNPD10417,7.263803001
CMNPD10418,6.138734076
CMNPD1042,5.019678419
CMNPD10419,5.870774249
CMNPD10420,5.870774249
CMNPD10421,6.369461516
CMNPD10422,5.667207863
CMNPD10423,5.667207863
CMNPD10424,5.577920201
CMNPD10425,5.577920201
CMNPD10427,4.696690277
CMNPD10428,4.696690277
CMNPD10429,4.352563231
CMNPD1043,4.709254759
CMNPD10430,4.755333037
CMNPD10426,6.801287186
CMNPD10431,4.805107069
CMNPD10432,4.911725138
CMNPD10434,4.575464871
CMNPD10435,4.704126795
CMNPD10433,4.533618581
CMNPD10437,4.880003229
CMNPD10438,4.941258743
CMNPD10439,4.941258743
CMNPD1044,5.020753951
CMNPD10440,5.139270853
CMNPD10441,5.007608631
CMNPD10442,5.041018321
CMNPD10443,5.379087757
CMNPD10436,4.854080066
CMNPD10445,5.139309221
CMNPD10446,5.373718638
CMNPD10444,5.441942143
CMNPD10448,4.987492618
CMNPD10447,4.987492618
CMNPD1045,4.738679758
CMNPD10449,5.041452007
CMNPD10451,5.073531158
CMNPD10450,5.041452007
CMNPD10452,5.229521242
CMNPD10453,5.229521242
CMNPD10454,5.094502905
CMNPD10455,5.119479597
CMNPD10456,5.07972231
CMNPD10458,5.694789685
CMNPD10459,4.599470568
CMNPD10457,4.923629243
CMNPD10460,4.645710967
CMNPD1046,4.738679758
CMNPD10462,4.767452821
CMNPD10461,3.752798115
CMNPD10463,5.106468978
CMNPD10464,5.072545172
CMNPD10465,5.032912615
CMNPD10466,5.093891636
CMNPD10467,4.562228188
CMNPD10468,5.327271692
CMNPD1047,4.890525059
CMNPD10469,5.327271692
CMNPD10470,5.287989372
CMNPD10471,5.337471987
CMNPD10472,5.444273752
CMNPD10473,5.4458961
CMNPD10474,5.427620618
CMNPD10475,5.453484944
CMNPD10476,5.444273752
CMNPD10477,5.486715133
CMNPD10478,5.444273752
CMNPD1048,4.890525059
CMNPD10479,5.419649597
CMNPD10480,5.486715133
CMNPD10482,4.854733548
CMNPD10481,5.397648426
CMNPD10483,4.972787585
CMNPD10484,5.014236805
CMNPD10485,4.972894343
CMNPD10487,5.032163848
CMNPD10486,5.337427559
CMNPD10488,4.72002874
CMNPD10489,4.980578409
CMNPD10490,4.768882659
CMNPD1049,4.771505899
CMNPD10492,4.641636096
CMNPD10491,5.023284509
CMNPD10493,4.453290199
CMNPD10494,4.642900414
CMNPD10495,4.633163164
CMNPD10496,4.645656452
CMNPD10497,4.726408354
CMNPD10498,4.98446631
CMNPD105,5.296205241
CMNPD10499,4.939723086
CMNPD1050,4.748643185
CMNPD10500,6.069709501
CMNPD10501,6.104165451
CMNPD10502,6.104165451
CMNPD10503,4.747684043
CMNPD10504,5.543387389
CMNPD10506,4.836933444
CMNPD10505,5.536827088
CMNPD10507,4.85774614
CMNPD10508,4.742574517
CMNPD10509,4.742574517
CMNPD1051,4.771505899
CMNPD10510,4.742574517
CMNPD10511,4.829457746
CMNPD10512,4.742574517
CMNPD10513,4.742574517
CMNPD10514,4.742574517
CMNPD10515,4.742574517
CMNPD10516,4.742574517
CMNPD10517,4.742574517
CMNPD10518,4.765728833
CMNPD1052,4.766350027
CMNPD10519,4.77476975
CMNPD10521,4.851911594
CMNPD10520,4.725555102
CMNPD10522,5.053252906
CMNPD10524,4.683421443
CMNPD10523,5.113924278
CMNPD10526,4.669598554
CMNPD10525,4.665865086
CMNPD10527,4.936538019
CMNPD10528,4.886995774
CMNPD1053,4.751453419
CMNPD10529,5.113924278
CMNPD10530,4.855260568
CMNPD10531,4.816088049
CMNPD10533,4.992846151
CMNPD10532,4.81649347
CMNPD10534,4.97256488
CMNPD10535,4.899182078
CMNPD10536,5.057672306
CMNPD10537,5.057672306
CMNPD10538,5.185937032
CMNPD1054,4.771505899
CMNPD10539,5.19454524
CMNPD10541,4.786191583
CMNPD10542,4.756383106
CMNPD10540,5.472402534
CMNPD10543,5.105723173
CMNPD10544,5.06128282
CMNPD10545,5.06128282
CMNPD10546,4.987308083
CMNPD10547,4.987308083
CMNPD10548,4.987308083
CMNPD1055,4.85514015
CMNPD10549,5.116597341
CMNPD10550,5.117739207
CMNPD10551,5.490862142
CMNPD10552,5.490862142
CMNPD10553,5.490862142
CMNPD10555,5.090297085
CMNPD10554,5.490862142
CMNPD10556,5.235878702
CMNPD10557,4.632827046
CMNPD10558,4.65214601
CMNPD10559,5.382756801
CMNPD1056,4.732796131
CMNPD10561,4.815243315
CMNPD10560,4.974885733
CMNPD10563,4.732445207
CMNPD10562,4.732445207
CMNPD10564,5.136057016
CMNPD10565,5.136057016
CMNPD10566,5.148012487
CMNPD10567,5.148012487
CMNPD10568,5.587405104
CMNPD10569,5.587405104
CMNPD1057,4.71701844
CMNPD10570,5.587405104
CMNPD10571,5.231795999
CMNPD10573,5.587405104
CMNPD10572,5.587405104
CMNPD10575,5.223187791
CMNPD10574,5.231795999
CMNPD10576,5.587405104
CMNPD10577,5.584691477
CMNPD10578,5.222945388
CMNPD1058,4.715074998
CMNPD10579,5.584691477
CMNPD10580,5.555636937
CMNPD10581,5.555636937
CMNPD10582,5.555636937
CMNPD10583,5.250120709
CMNPD10585,4.717143427
CMNPD10584,5.250120709
CMNPD10586,4.81236645
CMNPD10587,4.92557715
CMNPD10588,4.799268119
CMNPD10589,5.086010815
CMNPD1059,4.747916056
CMNPD10591,4.704273546
CMNPD10592,4.641354461
CMNPD10590,4.804658378
CMNPD10594,4.880837477
CMNPD10593,4.872405263
CMNPD10596,4.789646856
CMNPD10595,5.182041186
CMNPD10597,4.86041167
CMNPD10598,4.832584234
CMNPD10599,4.813098573
CMNPD106,4.832013158
CMNPD1060,4.669611341
CMNPD10600,4.645138774
CMNPD10601,4.854272472
CMNPD10602,4.572470493
CMNPD10603,4.546750016
CMNPD10604,4.572470493
CMNPD10605,4.572470493
CMNPD10606,4.779563596
CMNPD10607,4.779563596
CMNPD10609,4.905281263
CMNPD10608,4.892752994
CMNPD1061,4.981991263
CMNPD10611,4.991722744
CMNPD10610,4.846470984
CMNPD10613,4.961961566
CMNPD10612,4.995765287
CMNPD10615,4.664270331
CMNPD10616,4.770537444
CMNPD10617,5.085795614
CMNPD10618,5.106158274
CMNPD10614,4.961961566
CMNPD1062,4.718085298
CMNPD10619,5.106158274
CMNPD10621,5.382923674
CMNPD10620,5.161098485
CMNPD10622,5.358636195
CMNPD10623,5.374757503
CMNPD10624,5.374757503
CMNPD10625,5.370032954
CMNPD10627,4.942180246
CMNPD10626,5.404480747
CMNPD10628,5.019286228
CMNPD1063,4.922096858
CMNPD10629,5.366278543
CMNPD10631,5.369108448
CMNPD10632,5.369108448
CMNPD10633,5.369108448
CMNPD10630,4.870323418
CMNPD10634,5.26738377
CMNPD10636,4.910529814
CMNPD10635,5.369108448
CMNPD10637,4.845560778
CMNPD10638,5.035288496
CMNPD10639,4.897585727
CMNPD1064,5.263823338
CMNPD10640,4.959763141
CMNPD10641,4.797527342
CMNPD10642,4.842820597
CMNPD10643,4.861564715
CMNPD10644,4.863130902
CMNPD10645,4.841542041
CMNPD10646,4.761481785
CMNPD10647,5.138421109
CMNPD10648,5.095397227
CMNPD1065,5.013232545
CMNPD10649,5.408596841
CMNPD10650,4.70766903
CMNPD10651,4.701110698
CMNPD10652,4.935865063
CMNPD10653,4.943485749
CMNPD10654,4.938875363
CMNPD10655,4.916119974
CMNPD10656,5.084083869
CMNPD10657,5.322006005
CMNPD10658,5.118874588
CMNPD1066,4.72002874
CMNPD10659,5.178843371
CMNPD10660,5.120073533
CMNPD10661,5.13807784
CMNPD10662,5.13807784
CMNPD10663,5.133718024
CMNPD10664,4.720565917
CMNPD10665,5.005916981
CMNPD10667,4.841170809
CMNPD10668,5.127357494
CMNPD10666,5.880238468
CMNPD1067,4.678496621
CMNPD10669,5.13590454
CMNPD10670,5.13590454
CMNPD10671,5.133620808
CMNPD10672,4.82651036
CMNPD10674,5.220201151
CMNPD10673,5.220201151
CMNPD10676,4.846238003
CMNPD10675,5.220201151
CMNPD10677,4.943070687
CMNPD10678,5.230581921
CMNPD1068,5.01501263
CMNPD10679,5.597599954
CMNPD10681,5.221878045
CMNPD10680,5.597599954
CMNPD10683,5.221878045
CMNPD10682,5.221878045
CMNPD10685,5.221878045
CMNPD10684,5.597599954
CMNPD10686,4.824574617
CMNPD10687,5.1846862
CMNPD10688,4.824574617
CMNPD10689,4.824574617
CMNPD1069,4.706761872
CMNPD10690,5.20755779
CMNPD10691,5.20755779
CMNPD10692,5.578918826
CMNPD10693,5.578918826
CMNPD10694,5.578918826
CMNPD10695,5.20755779
CMNPD10696,5.220201151
CMNPD10697,5.578918826
CMNPD10698,5.20755779
CMNPD10699,5.20755779
CMNPD107,4.944121506
CMNPD1070,4.959980472
CMNPD10700,5.221878045
CMNPD10701,5.221878045
CMNPD10703,5.221878045
CMNPD10702,5.220201151
CMNPD10704,5.216130458
CMNPD10705,5.20755779
CMNPD10706,5.162105364
CMNPD10707,5.20755779
CMNPD10708,5.408596841
CMNPD1071,4.959980472
CMNPD10709,5.220201151
CMNPD10710,5.224909607
CMNPD10711,5.221878045
CMNPD10712,5.221878045
CMNPD10713,5.162105364
CMNPD10715,5.343353099
CMNPD10714,5.343353099
CMNPD10716,5.337738438
CMNPD10717,5.430676473
CMNPD10719,4.86683265
CMNPD10718,5.42298573
CMNPD1072,4.894983147
CMNPD10720,4.941994037
CMNPD10721,4.702619749
CMNPD10722,5.029587989
CMNPD10723,4.361253539
CMNPD10724,4.375067166
CMNPD10725,4.563369195
CMNPD10726,4.500235116
CMNPD10727,4.996373866
CMNPD10728,5.038095233
CMNPD1073,4.895952247
CMNPD10729,5.03822477
CMNPD10730,4.999513704
CMNPD10731,4.990318383
CMNPD10733,4.990318383
CMNPD10732,5.40157236
CMNPD10734,5.03822477
CMNPD10735,5.03822477
CMNPD10736,5.03822477
CMNPD10737,5.40157236
CMNPD10738,4.715260138
CMNPD10739,4.715260138
CMNPD1074,4.744754189
CMNPD10740,5.152504523
CMNPD10741,4.851643741
CMNPD10743,5.152504523
CMNPD10742,5.141465443
CMNPD10745,4.807006816
CMNPD10744,4.884413561
CMNPD10746,4.693316444
CMNPD10747,5.103446863
CMNPD10748,5.10438108
CMNPD10749,5.10438108
CMNPD1075,4.912975167
CMNPD10751,4.488534346
CMNPD10752,4.46132992
CMNPD10753,4.54566088
CMNPD10754,4.518456453
CMNPD10750,5.511326156
CMNPD10755,4.422576316
CMNPD10756,4.54566088
CMNPD10757,4.750709045
CMNPD10758,4.752785128
CMNPD10759,4.417402115
CMNPD10760,4.972487504
CMNPD1076,4.956856198
CMNPD10762,4.897042478
CMNPD10761,4.972487504
CMNPD10763,4.959817512
CMNPD10764,5.123926755
CMNPD10765,4.977346133
CMNPD10766,5.765200633
CMNPD10768,4.634480661
CMNPD10769,5.030784671
CMNPD1077,4.956856198
CMNPD10770,5.610942386
CMNPD10771,5.610942386
CMNPD10772,4.74151563
CMNPD10773,4.813384165
CMNPD10767,5.954567756
CMNPD10774,4.843612091
CMNPD10776,4.977310013
CMNPD10775,4.842010471
CMNPD10777,4.977310013
CMNPD10778,4.997198861
CMNPD1078,5.023237834
CMNPD10779,4.833471253
CMNPD10780,4.848686008
CMNPD10781,4.842010471
CMNPD10782,4.842010471
CMNPD10783,5.100748554
CMNPD10784,5.117064115
CMNPD10785,5.137857745
CMNPD10786,5.108342887
CMNPD10787,4.837097202
CMNPD10788,4.837097202
CMNPD10789,5.139830927
CMNPD1079,5.020227534
CMNPD10790,5.139830927
CMNPD10791,5.137732103
CMNPD10792,4.813579122
CMNPD10793,5.099977995
CMNPD10795,4.816334704
CMNPD10794,4.609818404
CMNPD10796,4.900109136
CMNPD10798,4.829481874
CMNPD10799,4.679240243
CMNPD108,5.509024618
CMNPD1080,5.500676093
CMNPD10797,8.111696128
CMNPD10801,4.984431521
CMNPD10800,4.984431521
CMNPD10803,5.481969844
CMNPD10802,5.481969844
CMNPD10805,6.008975121
CMNPD10806,5.219205324
CMNPD10807,5.219205324
CMNPD10808,5.22454393
CMNPD1081,4.628758609
CMNPD10809,5.223609713
CMNPD10810,4.734706298
CMNPD10811,4.628729487
CMNPD10812,4.901422492
CMNPD10813,5.068142804
CMNPD10814,5.068142804
CMNPD10816,4.894759395
CMNPD10815,4.677469509
CMNPD10817,4.928882965
CMNPD10818,4.84158804
CMNPD1082,5.610942386
CMNPD10819,4.949908085
CMNPD10820,4.592830573
CMNPD10821,4.547106767
CMNPD10822,5.003351159
CMNPD10823,5.018455018
CMNPD10824,5.018455018
CMNPD10825,4.701204236
CMNPD10826,4.323132812
CMNPD10827,4.323132812
CMNPD10828,4.323132812
CMNPD1083,5.610942386
CMNPD10829,4.288232375
CMNPD10831,4.964908487
CMNPD10830,4.701204236
CMNPD10832,8.094889248
CMNPD10834,5.168087274
CMNPD10833,8.111696128
CMNPD10835,4.760322308
CMNPD10836,5.323118907
CMNPD10837,5.064121228
CMNPD10838,5.15273852
CMNPD10839,4.78892238
CMNPD1084,5.610942386
CMNPD10841,4.697969192
CMNPD10840,4.992658715
CMNPD10842,5.949273598
CMNPD10843,5.894509142
CMNPD10844,5.445834634
CMNPD10845,5.557295496
CMNPD10846,4.964957198
CMNPD10847,4.668969934
CMNPD10848,4.747083619
CMNPD10849,5.186657458
CMNPD1085,5.7765482
CMNPD10850,6.401691928
CMNPD10851,5.583013218
CMNPD10852,5.285995683
CMNPD10853,5.008531766
CMNPD10854,5.008531766
CMNPD10855,5.100068781
CMNPD10856,5.12885527
CMNPD10857,5.12885527
CMNPD10858,5.12885527
CMNPD1086,4.781591649
CMNPD10859,5.12885527
CMNPD10860,5.12885527
CMNPD10862,5.12268952
CMNPD10861,5.12885527
CMNPD10863,5.53093238
CMNPD10864,5.53093238
CMNPD10865,5.502831683
CMNPD10866,5.53093238
CMNPD10868,5.014644827
CMNPD10869,5.054578929
CMNPD1087,4.911978483
CMNPD10870,4.896441103
CMNPD10871,4.752281089
CMNPD10872,5.345888712
CMNPD10867,5.279246617
CMNPD10873,5.345888712
CMNPD10874,4.942785941
CMNPD10875,4.942785941
CMNPD10876,5.345888712
CMNPD10877,5.370152586
CMNPD10878,5.370152586
CMNPD1088,4.966101721
CMNPD10879,5.370152586
CMNPD10881,5.264682391
CMNPD10880,5.264682391
CMNPD10882,5.264682391
CMNPD10883,5.243941941
CMNPD10884,5.243941941
CMNPD10886,4.783516774
CMNPD10887,4.783516774
CMNPD10888,4.889271208
CMNPD10889,4.716426452
CMNPD1089,4.941148825
CMNPD10890,4.706181724
CMNPD10891,4.875859744
CMNPD10892,4.867809095
CMNPD10885,5.243941941
CMNPD10893,4.867809095
CMNPD10894,4.795661579
CMNPD10895,4.615991887
CMNPD10896,4.609144591
CMNPD10898,5.112634842
CMNPD10899,4.976177549
CMNPD109,4.779754261
CMNPD10897,5.509859451
CMNPD1090,5.048431145
CMNPD10900,4.976177549
